hyperparams/learning_rate,hyperparams/ent_coef,hyperparams/n_steps,hyperparams/clip_range,hyperparams/batch_size,hyperparams/seed,hyperparams/gamma,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std,train/learning_rate
5e-05,0.01,2048,0.2,512,2,0.99,,,,,,,,,,,,,,,,,
,,,,,,,99.68,1333,1326.673801,266240,130,199,-8.235436534881591,0.06171875,7822.3740234375,0.0066829254,0.0,1290,0.2,-0.007524306082632393,14946.01171875,0.9778876304626465,5e-05
,,,,,,,99.68,1345,1358.21187649,268288,131,199,-8.235931944847106,0.0263671875,10376.3818359375,0.0039558588,0.0,1300,0.2,-0.0037381392292445527,18028.17958984375,0.9780359268188477,5e-05
,,,,,,,99.3,1355,1371.0249044299999,270336,132,199,-8.236360931396485,0.035888671875,7111.83447265625,0.0056901383,-1.1920928955078125e-07,1310,0.2,-0.005983882956206799,14324.689233398438,0.9779889583587646,5e-05
,,,,,,,98.99,1365,1375.6044812700002,272384,133,199,-8.236410236358642,0.008740234375,21231.318359375,0.0020831327,1.7881393432617188e-07,1320,0.2,-0.0020841686840867625,39154.86923828125,0.978157103061676,5e-05
,,,,,,,98.99,1376,1389.1005400900003,274432,134,199,-8.237774205207824,0.023193359375,9651.9228515625,0.003308372,1.1920928955078125e-07,1330,0.2,-0.0032934328133706003,19678.002294921876,0.9784665107727051,5e-05
,,,,,,,99.2,1386,1428.6860091699998,276480,135,199,-8.238957500457763,0.030859375,11854.013671875,0.0050762864,-1.1920928955078125e-07,1340,0.2,-0.004196243686601519,22441.9689453125,0.978626012802124,5e-05
,,,,,,,99.2,1397,1448.53713605,278528,136,199,-8.239651560783386,0.039892578125,13371.263671875,0.004408325,1.1920928955078125e-07,1350,0.2,-0.004193254778510891,23588.49482421875,0.9787400364875793,5e-05
,,,,,,,99.16,1408,1468.7134549300004,280576,137,199,-8.239573073387145,0.038134765625,10040.4951171875,0.004811581,1.1920928955078125e-07,1360,0.2,-0.004510681924875826,20708.37421875,0.9785626530647278,5e-05
,,,,,,,99.41,1418,1501.5931156900003,282624,138,199,-8.238703513145447,0.01884765625,13090.8232421875,0.004610244,0.0,1370,0.2,-0.0025491709500784056,25124.306005859376,0.9785661101341248,5e-05
,,,,,,,99.41,1428,1499.8903262000001,284672,139,199,-8.238838744163512,0.013330078125,13074.6279296875,0.004816585,0.0,1380,0.2,-0.002420247078407556,27617.0498046875,0.9785783290863037,5e-05
,,,,,,,99.19,1439,1475.22443743,286720,140,199,-8.238948726654053,0.01708984375,11759.7197265625,0.0056643942,0.0,1390,0.2,-0.0036814591847360136,22463.298779296874,0.9786024689674377,5e-05
,,,,,,,99.19,1450,1483.57513192,288768,141,199,-8.239049124717713,0.02119140625,10519.8330078125,0.0027555805,0.0,1400,0.2,-0.0027524190256372092,21111.128466796876,0.9785761833190918,5e-05
,,,,,,,99.07,1460,1477.14569652,290816,142,199,-8.239048266410828,0.028466796875,9780.578125,0.0059535527,0.0,1410,0.2,-0.0035249037318862975,22182.180517578126,0.9785876870155334,5e-05
,,,,,,,99.13,1470,1410.6185211300003,292864,143,199,-8.23936231136322,0.019921875,11417.16015625,0.0067077144,0.0,1420,0.2,-0.0031016973371151835,23346.106298828126,0.9787128567695618,5e-05
,,,,,,,98.99,1481,1436.9882631199998,294912,144,199,-8.239875936508179,0.038623046875,7368.2763671875,0.0062900707,-2.384185791015625e-07,1430,0.2,-0.004020550320274196,14813.048217773438,0.9787296652793884,5e-05
,,,,,,,99.32,1492,1475.02783147,296960,145,199,-8.239223408699036,0.01787109375,13418.1103515625,0.0044162003,0.0,1440,0.2,-0.0033521483943331986,26592.82197265625,0.978539764881134,5e-05
,,,,,,,99.32,1502,1498.18704367,299008,146,199,-8.23852801322937,0.0224609375,12038.619140625,0.0047596786,0.0,1450,0.2,-0.003479778702603653,21131.4162109375,0.9786219000816345,5e-05
,,,,,,,99.48,1512,1501.1917219399998,301056,147,199,-8.239164781570434,0.032177734375,15218.6748046875,0.0048950687,5.960464477539063e-08,1460,0.2,-0.0034927943168440835,30670.558154296876,0.9787233471870422,5e-05
,,,,,,,99.2,1522,1543.9855302300002,303104,148,199,-8.239505529403687,0.026953125,15210.267578125,0.005706135,1.1920928955078125e-07,1470,0.2,-0.004434040031628683,23729.238720703124,0.978757381439209,5e-05
,,,,,,,98.81,1532,1558.1713528999999,305152,149,199,-8.239502215385437,0.05595703125,11792.0009765625,0.0075719887,1.7881393432617188e-07,1480,0.2,-0.006611607398372144,26274.7890625,0.9787106513977051,5e-05
,,,,,,,98.52,1542,1541.60231734,307200,150,199,-8.239056658744811,0.02119140625,12102.697265625,0.0034184894,1.1920928955078125e-07,1490,0.2,-0.0031565699027851224,23424.968408203124,0.9786422848701477,5e-05
,,,,,,,98.52,1552,1529.93233143,309248,151,199,-8.238916063308716,0.019189453125,10943.6474609375,0.003002187,0.0,1500,0.2,-0.003047614759998396,23505.4603515625,0.9787052273750305,5e-05
,,,,,,,98.9,1563,1546.2936888800002,311296,152,199,-8.23917589187622,0.018408203125,14599.3759765625,0.005381964,-1.1920928955078125e-07,1510,0.2,-0.0036211735219694673,26578.684326171875,0.9787203669548035,5e-05
,,,,,,,98.83,1573,1533.2759534799998,313344,153,199,-8.239120268821717,0.053515625,14046.373046875,0.005103063,0.0,1520,0.2,-0.005833439063280821,25443.3875,0.9786901473999023,5e-05
,,,,,,,99.22,1583,1486.05401786,315392,154,199,-8.238712573051453,0.035107421875,9038.0498046875,0.0059110066,-1.1920928955078125e-07,1530,0.2,-0.004593048663809896,18223.61943359375,0.9785963892936707,5e-05
,,,,,,,99.39,1593,1483.6591095699998,317440,155,199,-8.238127708435059,0.026220703125,10542.45703125,0.0044174297,1.1920928955078125e-07,1540,0.2,-0.00458991652703844,20062.445849609376,0.9785428047180176,5e-05
,,,,,,,99.39,1603,1441.6241032799999,319488,156,199,-8.237796545028687,0.045068359375,9160.626953125,0.0059234183,1.1920928955078125e-07,1550,0.2,-0.004596039990428835,19161.684814453125,0.9784522652626038,5e-05
,,,,,,,99.39,1613,1453.67530041,321536,157,199,-8.23778419494629,0.034375,9209.02734375,0.0055234646,0.0,1560,0.2,-0.004613935586530715,21239.456298828125,0.9785450100898743,5e-05
,,,,,,,99.88,1624,1484.56314277,323584,158,199,-8.238452696800232,0.01796875,9686.4443359375,0.0034055295,0.0,1570,0.2,-0.003366178477881476,21011.725146484376,0.978644073009491,5e-05
,,,,,,,99.43,1634,1533.30278178,325632,159,199,-8.238911676406861,0.02236328125,11293.3134765625,0.004860946,0.0,1580,0.2,-0.004915650631301105,20790.896533203126,0.9787638783454895,5e-05
,,,,,,,99.01,1644,1565.6560201300003,327680,160,199,-8.239676904678344,0.0162109375,9475.953125,0.005110487,0.0,1590,0.2,-0.0026799444342032073,20780.241943359375,0.978948175907135,5e-05
,,,,,,,98.97,1654,1556.1338245999996,329728,161,199,-8.240864443778992,0.023779296875,12007.626953125,0.003883576,-1.1920928955078125e-07,1600,0.2,-0.004031234723515809,26602.101953125,0.9792361855506897,5e-05
,,,,,,,98.97,1664,1582.56298302,331776,162,199,-8.241523742675781,0.03369140625,9088.97265625,0.005878689,0.0,1610,0.2,-0.0051459530892316255,19071.69375,0.9791297912597656,5e-05
,,,,,,,98.14,1675,1578.1763533800006,333824,163,199,-8.240687727928162,0.029052734375,14823.2421875,0.0036427388,0.0,1620,0.2,-0.0037544672260992227,27339.94912109375,0.9790824055671692,5e-05
,,,,,,,98.59,1685,1580.7139208799997,335872,164,199,-8.240548801422118,0.01708984375,10982.2646484375,0.0038747736,0.0,1630,0.2,-0.0026730030367616564,22522.807470703126,0.979003369808197,5e-05
,,,,,,,99.13,1695,1569.8198032200003,337920,165,199,-8.240050101280213,0.033154296875,13625.0556640625,0.006417838,-1.1920928955078125e-07,1640,0.2,-0.004277528950478881,26640.89853515625,0.9789314270019531,5e-05
,,,,,,,99.17,1705,1562.47285768,339968,166,199,-8.239466857910156,0.02998046875,9856.4873046875,0.002505848,0.0,1650,0.2,-0.004059857781976461,19747.189599609374,0.9787998199462891,5e-05
,,,,,,,99.47,1715,1532.0989143999998,342016,167,199,-8.238804841041565,0.04267578125,9978.173828125,0.005980376,0.0,1660,0.2,-0.004626703110989183,19030.445654296876,0.9787149429321289,5e-05
,,,,,,,99.79,1726,1532.3759164800003,344064,168,199,-8.23871579170227,0.0298828125,10107.033203125,0.004648243,0.0,1670,0.2,-0.003232957742875442,19468.18486328125,0.978870689868927,5e-05
,,,,,,,99.34,1736,1510.42346013,346112,169,199,-8.239015340805054,0.03310546875,11542.1484375,0.0061769434,0.0,1680,0.2,-0.004172089195344597,23798.57490234375,0.9789290428161621,5e-05
,,,,,,,99.11,1746,1552.8529695799996,348160,170,199,-8.238900470733643,0.02900390625,8527.583984375,0.0044890097,5.960464477539063e-08,1690,0.2,-0.0037979685293976218,18608.512744140626,0.9789326190948486,5e-05
,,,,,,,99.11,1756,1554.8105055199997,350208,171,199,-8.238885068893433,0.026953125,14253.611328125,0.004510955,0.0,1700,0.2,-0.003567094507161528,26733.248681640624,0.9789519309997559,5e-05
,,,,,,,99.32,1766,1578.1410698099999,352256,172,199,-8.239019513130188,0.01474609375,6907.7431640625,0.0042901896,5.960464477539063e-08,1710,0.2,-0.003015651280293241,14212.260620117188,0.9789619445800781,5e-05
,,,,,,,99.15,1777,1565.1252362499997,354304,173,199,-8.239192295074464,0.00625,13127.1767578125,0.0028404617,-2.384185791015625e-07,1720,0.2,-0.002142147367703728,29566.878564453124,0.979043185710907,5e-05
,,,,,,,99.6,1787,1563.8372441,356352,174,199,-8.238604068756104,0.0337890625,10635.8798828125,0.0050857738,1.1920928955078125e-07,1730,0.2,-0.004380200244486332,21612.87568359375,0.9787273406982422,5e-05
,,,,,,,99.83,1797,1549.3650527700001,358400,175,199,-8.23653178215027,0.0392578125,10847.451171875,0.0047580414,1.1920928955078125e-07,1740,0.2,-0.00421301883761771,20627.2759765625,0.978600263595581,5e-05
,,,,,,,99.24,1807,1615.9293614700002,360448,176,199,-8.236461567878724,0.024755859375,10610.1337890625,0.005159376,0.0,1750,0.2,-0.003218203131109476,21044.241943359375,0.9787899851799011,5e-05
,,,,,,,98.35,1818,1597.9628559399996,362496,177,199,-8.23711428642273,0.030517578125,13571.2490234375,0.0038394658,0.0,1760,0.2,-0.0037781125982292,28405.39267578125,0.9787876605987549,5e-05
,,,,,,,98.38,1829,1592.83873705,364544,178,199,-8.236996364593505,0.0638671875,13055.76953125,0.005656793,-1.1920928955078125e-07,1770,0.2,-0.006222037813859061,25603.73291015625,0.9788491129875183,5e-05
,,,,,,,98.11,1839,1604.6623007800001,366592,179,199,-8.23694703578949,0.012744140625,9188.9873046875,0.0037472732,0.0,1780,0.2,-0.0019442693563178181,20268.24443359375,0.978775680065155,5e-05
,,,,,,,97.98,1850,1641.9659812399998,368640,180,199,-8.23604154586792,0.017626953125,10905.2626953125,0.004522845,0.0,1790,0.2,-0.0030344268830958753,25484.569189453126,0.9786427617073059,5e-05
,,,,,,,98.09,1860,1630.72300578,370688,181,199,-8.235419774055481,0.024853515625,12199.091796875,0.0022970191,1.1920928955078125e-07,1800,0.2,-0.0038684183382429183,26637.771142578124,0.9786152839660645,5e-05
,,,,,,,98.68,1871,1681.1712957,372736,182,199,-8.235022234916688,0.012451171875,12677.548828125,0.0030959812,0.0,1810,0.2,-0.0024759040272329,25265.667333984376,0.9784727692604065,5e-05
,,,,,,,98.82,1882,1669.5758665699998,374784,183,199,-8.234532070159911,0.031689453125,12406.1455078125,0.0057020173,-1.1920928955078125e-07,1820,0.2,-0.0034077328513376416,24445.7896484375,0.9784637093544006,5e-05
,,,,,,,98.88,1892,1698.6707175899999,376832,184,199,-8.233908462524415,0.021923828125,10563.373046875,0.0044434555,0.0,1830,0.2,-0.0038016552658518775,19443.911962890626,0.9783803820610046,5e-05
,,,,,,,98.82,1902,1723.5880816400002,378880,185,199,-8.232973194122314,0.03525390625,13074.666015625,0.0070596687,-1.1920928955078125e-07,1840,0.2,-0.004836812405847013,27677.53095703125,0.9783706068992615,5e-05
,,,,,,,98.78,1913,1663.9473401299997,380928,186,199,-8.233258032798767,0.03076171875,14532.7880859375,0.0043890774,5.960464477539063e-08,1850,0.2,-0.0037722201319411396,29502.00322265625,0.9785578846931458,5e-05
,,,,,,,98.78,1924,1636.4762864699996,382976,187,199,-8.23401038646698,0.014697265625,16558.21484375,0.0044869166,0.0,1860,0.2,-0.002584957476938143,30687.988037109375,0.9787518382072449,5e-05
,,,,,,,99.0,1934,1648.07365474,385024,188,199,-8.23496916294098,0.011474609375,9418.8359375,0.0048004296,1.1920928955078125e-07,1870,0.2,-0.003479411342414096,20759.245849609375,0.9788501262664795,5e-05
,,,,,,,97.35,1945,1635.2979548400003,387072,189,199,-8.2346834897995,0.056103515625,11991.830078125,0.005440061,-1.1920928955078125e-07,1880,0.2,-0.005620185297448188,22101.862255859374,0.9787173271179199,5e-05
,,,,,,,97.64,1955,1638.13663264,389120,190,198,-8.233568167686462,0.029541015625,18698.052734375,0.005591444,5.960464477539063e-08,1890,0.2,-0.004342733882367611,35936.642822265625,0.978653609752655,5e-05
,,,,,,,97.64,1966,1641.22340383,391168,191,198,-8.234101963043212,0.03779296875,10360.970703125,0.0055634594,0.0,1900,0.2,-0.004624686454189941,21500.741796875,0.9789507985115051,5e-05
,,,,,,,97.4,1976,1672.5338134500003,393216,192,198,-8.23554368019104,0.03818359375,11433.9072265625,0.0050094505,0.0,1910,0.2,-0.004940974339842796,20933.58662109375,0.9791135191917419,5e-05
,,,,,,,97.6,1987,1678.39800067,395264,193,198,-8.235989856719971,0.0587890625,13023.255859375,0.0077345697,1.7881393432617188e-07,1920,0.2,-0.006191576027777046,26401.521484375,0.9791674017906189,5e-05
,,,,,,,97.86,1997,1695.8123358199998,397312,194,198,-8.235846996307373,0.04658203125,13343.7255859375,0.005596049,0.0,1930,0.2,-0.004794878081884235,23828.150341796874,0.9792177677154541,5e-05
,,,,,,,98.36,2007,1729.25734126,399360,195,198,-8.235354924201966,0.0216796875,17919.064453125,0.0053128693,0.0,1940,0.2,-0.002864941296866164,33679.0685546875,0.9791242480278015,5e-05
,,,,,,,95.61,2017,1742.3341829400001,401408,196,198,-8.235057067871093,0.03125,14271.9921875,0.005167316,0.0,1950,0.2,-0.003568860422819853,25059.980224609375,0.9791160225868225,5e-05
,,,,,,,95.66,2028,1764.9837554299997,403456,197,198,-8.23483111858368,0.064453125,16438.3671875,0.006187119,-1.1920928955078125e-07,1960,0.2,-0.006241887761279941,32722.597998046876,0.9788879752159119,5e-05
,,,,,,,96.08,2038,1776.5048877799998,405504,198,198,-8.233758306503296,0.029638671875,21196.9765625,0.005421755,0.0,1970,0.2,-0.0028610229783225805,42460.43447265625,0.9788779616355896,5e-05
,,,,,,,96.73,2048,1734.66951918,407552,199,198,-8.233070230484008,0.019873046875,13840.2626953125,0.0047652004,0.0,1980,0.2,-0.0027196945389732718,24993.756298828124,0.9785510897636414,5e-05
,,,,,,,95.58,2058,1710.37644176,409600,200,198,-8.232106614112855,0.044140625,10064.419921875,0.0056042727,0.0,1990,0.2,-0.004361292562680319,20123.930078125,0.9787271618843079,5e-05
,,,,,,,97.14,2068,1669.6831662200002,411648,201,198,-8.23322672843933,0.02646484375,22740.685546875,0.0058012474,0.0,2000,0.2,-0.004256767162587494,39850.405517578125,0.9787562489509583,5e-05
,,,,,,,96.81,2078,1658.0430320100004,413696,202,198,-8.232195711135864,0.043603515625,15131.16015625,0.0069727255,-1.1920928955078125e-07,2010,0.2,-0.0056705975730437785,27262.283837890624,0.9785459637641907,5e-05
,,,,,,,97.05,2089,1659.54931528,415744,203,198,-8.230735182762146,0.016064453125,15486.94921875,0.0024423678,0.0,2020,0.2,-0.0030610996414907276,31848.34052734375,0.9785516858100891,5e-05
,,,,,,,96.64,2099,1691.4481334400002,417792,204,198,-8.231189870834351,0.02080078125,14010.091796875,0.003926846,0.0,2030,0.2,-0.0034307957859709857,25468.2775390625,0.9788451790809631,5e-05
,,,,,,,97.52,2109,1710.8127851999996,419840,205,199,-8.231792497634888,0.02509765625,12825.56640625,0.0042268974,1.1920928955078125e-07,2040,0.2,-0.0038720487122191117,24768.178515625,0.9787320494651794,5e-05
,,,,,,,97.85,2120,1722.6426350699999,421888,206,199,-8.230764865875244,0.036572265625,13359.2626953125,0.0037198374,0.0,2050,0.2,-0.005558476195437834,25070.08125,0.9787073731422424,5e-05
,,,,,,,98.14,2130,1712.1217696699998,423936,207,199,-8.230815386772155,0.027978515625,13516.8505859375,0.005000556,1.1920928955078125e-07,2060,0.2,-0.0032099460542667655,27232.119189453126,0.9788391590118408,5e-05
,,,,,,,97.89,2140,1700.55130112,425984,208,199,-8.230892968177795,0.0189453125,13773.4013671875,0.0049746,0.0,2070,0.2,-0.0025458064570557325,26457.168310546876,0.9787909984588623,5e-05
,,,,,,,98.3,2150,1701.6608334999996,428032,209,199,-8.230670428276062,0.04267578125,13244.625,0.0060293227,0.0,2080,0.2,-0.005945050355512649,24221.992578125,0.978967010974884,5e-05
,,,,,,,98.14,2160,1718.26340808,430080,210,199,-8.23150293827057,0.00556640625,11872.583984375,0.003315874,0.0,2090,0.2,-0.0012335514824371786,25667.56484375,0.9791945815086365,5e-05
,,,,,,,98.84,2170,1734.9462360500004,432128,211,199,-8.23211886882782,0.009912109375,18483.4921875,0.004346958,0.0,2100,0.2,-0.0026384733675513415,35186.35224609375,0.9791621565818787,5e-05
,,,,,,,98.56,2181,1730.4596338400004,434176,212,199,-8.232284426689148,0.027490234375,13325.9814453125,0.0048789103,0.0,2110,0.2,-0.0030854765442200004,29289.4220703125,0.9792878031730652,5e-05
,,,,,,,98.56,2191,1676.26866313,436224,213,199,-8.232634258270263,0.034130859375,11746.203125,0.0056201727,-1.1920928955078125e-07,2120,0.2,-0.004724307800643146,26130.93994140625,0.9793115258216858,5e-05
,,,,,,,98.56,2201,1689.4133216399998,438272,214,199,-8.232330274581908,0.02373046875,8628.537109375,0.0028007678,0.0,2130,0.2,-0.004299490351695567,19445.01708984375,0.9793281555175781,5e-05
,,,,,,,99.47,2211,1649.6151303399997,440320,215,199,-8.232680630683898,0.01318359375,11286.693359375,0.0054443064,1.1920928955078125e-07,2140,0.2,-0.0034616349381394683,21871.067431640626,0.9795638918876648,5e-05
,,,,,,,98.38,2221,1652.84998621,442368,216,199,-8.233280229568482,0.01552734375,10380.4208984375,0.0029615052,1.1920928955078125e-07,2150,0.2,-0.003172799479216337,20872.530126953126,0.9794576168060303,5e-05
,,,,,,,97.43,2232,1624.9053820499998,444416,217,199,-8.23288037776947,0.00556640625,14186.30078125,0.0029548246,0.0,2160,0.2,-0.0017613333533518017,31358.16181640625,0.9795806407928467,5e-05
,,,,,,,95.78,2242,1676.99273109,446464,218,199,-8.232906699180603,0.019580078125,12820.779296875,0.0047118636,0.0,2170,0.2,-0.002811289802775718,23183.25791015625,0.9793753623962402,5e-05
,,,,,,,95.78,2252,1685.3042052899996,448512,219,199,-8.231182098388672,0.052294921875,19553.64453125,0.008288252,0.0,2180,0.2,-0.006261249585077166,38285.52568359375,0.9790222644805908,5e-05
,,,,,,,96.87,2262,1678.25492303,450560,220,199,-8.230215740203857,0.0146484375,11343.08984375,0.0050876676,0.0,2190,0.2,-0.002444212744012475,27713.927880859374,0.9791936278343201,5e-05
,,,,,,,96.32,2272,1677.0006781000004,452608,221,199,-8.230984687805176,0.038134765625,11671.234375,0.0068017854,-1.1920928955078125e-07,2200,0.2,-0.004681419965345412,23208.739111328126,0.9792785048484802,5e-05
,,,,,,,97.8,2283,1669.3367682700002,454656,222,199,-8.231083226203918,0.027783203125,11784.8115234375,0.0042910683,0.0,2210,0.2,-0.00352649717242457,23591.76748046875,0.9793531894683838,5e-05
,,,,,,,99.32,2293,1672.51497126,456704,223,199,-8.230477976799012,0.03046875,12934.6083984375,0.005070596,-1.1920928955078125e-07,2220,0.2,-0.004374874330824241,23955.700146484374,0.9791174530982971,5e-05
,,,,,,,98.86,2304,1670.00896835,458752,224,199,-8.228349614143372,0.0173828125,17710.43359375,0.002214247,0.0,2230,0.2,-0.002094789792317897,32733.7037109375,0.9789130091667175,5e-05
,,,,,,,99.41,2314,1650.0660585300002,460800,225,199,-8.227140998840332,0.065869140625,13059.96484375,0.00724132,0.0,2240,0.2,-0.006541453028330579,32581.4001953125,0.9786472916603088,5e-05
,,,,,,,97.72,2325,1650.7938808699996,462848,226,199,-8.226736116409302,0.028271484375,10284.2734375,0.005012209,0.0,2250,0.2,-0.004130542499478906,19153.885009765625,0.978922426700592,5e-05
,,,,,,,97.72,2335,1701.17966541,464896,227,199,-8.227848482131957,0.018359375,12482.7900390625,0.003843019,-1.1920928955078125e-07,2260,0.2,-0.002851575682871044,27191.5630859375,0.9790839552879333,5e-05
,,,,,,,97.85,2345,1694.2356531200003,466944,228,199,-8.227690625190736,0.025390625,16898.591796875,0.00488342,5.960464477539063e-08,2270,0.2,-0.004625556588871404,31565.772998046876,0.9790959358215332,5e-05
,,,,,,,98.18,2357,1711.8299252599995,468992,229,198,-8.227839183807372,0.02890625,11595.583984375,0.005623415,0.0,2280,0.2,-0.0040036387043073775,22306.786865234375,0.9792678356170654,5e-05
,,,,,,,97.53,2367,1777.68124775,471040,230,198,-8.228368997573853,0.009033203125,13956.6875,0.003535928,5.960464477539063e-08,2290,0.2,-0.002016349055338651,29528.99638671875,0.9792311787605286,5e-05
,,,,,,,96.67,2377,1821.12045239,473088,231,198,-8.228477191925048,0.0220703125,14035.802734375,0.003008381,-1.1920928955078125e-07,2300,0.2,-0.002708833757787943,30590.72158203125,0.9794230461120605,5e-05
,,,,,,,96.67,2387,1821.2706593500002,475136,232,198,-8.229365968704224,0.028857421875,17523.376953125,0.00536362,0.0,2310,0.2,-0.003908864257391542,37327.0673828125,0.9794421792030334,5e-05
,,,,,,,96.02,2399,1799.9078896399997,477184,233,198,-8.22886564731598,0.03154296875,16356.087890625,0.004119047,-1.1920928955078125e-07,2320,0.2,-0.0031910553050693126,33144.367919921875,0.9792936444282532,5e-05
,,,,,,,97.85,2409,1818.3540906199999,479232,234,198,-8.228034949302673,0.022265625,13747.1875,0.0042558117,0.0,2330,0.2,-0.003187185130082071,26035.264990234376,0.9792993664741516,5e-05
,,,,,,,98.76,2419,1819.3928006199997,481280,235,198,-8.227857995033265,0.014990234375,12963.5283203125,0.004850055,0.0,2340,0.2,-0.002486974495695904,29047.3826171875,0.979426920413971,5e-05
,,,,,,,98.51,2429,1794.1683396600001,483328,236,198,-8.228288269042968,0.017041015625,19573.70703125,0.006001389,0.0,2350,0.2,-0.0027508324244990947,33762.43471679687,0.9795010685920715,5e-05
,,,,,,,98.51,2440,1785.1653899900004,485376,237,198,-8.2283855676651,0.0341796875,14348.0341796875,0.0064954692,0.0,2360,0.2,-0.005129759176634252,29021.740966796875,0.9795546531677246,5e-05
,,,,,,,96.0,2451,1773.6965900700002,487424,238,198,-8.228057074546815,0.02724609375,16382.279296875,0.0052922335,0.0,2370,0.2,-0.004232201684499159,32791.2591796875,0.9793882369995117,5e-05
,,,,,,,96.0,2462,1708.83575307,489472,239,198,-8.227235412597656,0.0517578125,18051.412109375,0.005727115,0.0,2380,0.2,-0.00535763637162745,30874.507275390624,0.9793125987052917,5e-05
,,,,,,,96.17,2473,1714.64902538,491520,240,198,-8.227342653274537,0.047900390625,10784.2197265625,0.005197694,1.1920928955078125e-07,2390,0.2,-0.005940340191591531,24005.807275390624,0.979465901851654,5e-05
,,,,,,,96.82,2484,1724.2832834600003,493568,241,198,-8.228389120101928,0.0671875,11200.625,0.006184905,0.0,2400,0.2,-0.007265436236048117,23184.4916015625,0.9797914624214172,5e-05
,,,,,,,97.06,2494,1703.2412409099998,495616,242,198,-8.229721736907958,0.01611328125,12081.5673828125,0.0042275977,0.0,2410,0.2,-0.002504465478705242,27132.9607421875,0.9801209568977356,5e-05
,,,,,,,98.61,2505,1708.25267392,497664,243,198,-8.230677437782287,0.025390625,12882.931640625,0.0056263073,0.0,2420,0.2,-0.0036462517629843203,24852.130078125,0.9800313115119934,5e-05
,,,,,,,98.61,2515,1742.57668184,499712,244,198,-8.229299569129944,0.04677734375,8725.486328125,0.004953753,-1.1920928955078125e-07,2430,0.2,-0.005438681656960398,19898.06787109375,0.9798336029052734,5e-05
,,,,,,,99.28,2525,1689.8952439900002,501760,245,198,-8.227506923675538,0.02373046875,13959.369140625,0.0037453882,0.0,2440,0.2,-0.0034892937284894286,27090.67607421875,0.9797091484069824,5e-05
,,,,,,,98.92,2535,1671.47275975,503808,246,198,-8.228357815742493,0.032958984375,8684.845703125,0.005677357,-1.1920928955078125e-07,2450,0.2,-0.003896338472259231,16939.049096679686,0.9803152084350586,5e-05
,,,,,,,97.53,2546,1668.5948523700001,505856,247,198,-8.231592273712158,0.022705078125,13280.19140625,0.0053041084,0.0,2460,0.2,-0.004094054363667965,26975.172607421875,0.9805648922920227,5e-05
,,,,,,,97.18,2556,1680.27134892,507904,248,198,-8.231620168685913,0.02060546875,14468.6064453125,0.0036371734,5.960464477539063e-08,2470,0.2,-0.003489358111983165,25483.60927734375,0.9804062843322754,5e-05
,,,,,,,96.21,2566,1693.3991947,509952,249,198,-8.2311607837677,0.0212890625,15824.9443359375,0.004604403,0.0,2480,0.2,-0.003819221432786435,31928.888330078124,0.9807313084602356,5e-05
,,,,,,,96.21,2576,1740.5197007399997,512000,250,198,-8.232810640335083,0.0359375,14389.5498046875,0.0048803734,0.0,2490,0.2,-0.003717731509823352,28926.386279296876,0.9807424545288086,5e-05
,,,,,,,96.57,2587,1744.8330220999999,514048,251,198,-8.232805609703064,0.033056640625,14868.845703125,0.0047925683,1.7881393432617188e-07,2500,0.2,-0.0046204023761674765,30259.94326171875,0.9809128642082214,5e-05
,,,,,,,97.64,2597,1740.7413573600002,516096,252,198,-8.232262086868285,0.035498046875,10819.2119140625,0.0047250604,0.0,2510,0.2,-0.0037684133101720365,21804.447119140626,0.980499267578125,5e-05
,,,,,,,97.94,2607,1711.19121683,518144,253,198,-8.229657554626465,0.038330078125,10516.3974609375,0.00545784,0.0,2520,0.2,-0.0048274678032612425,25844.721875,0.9803333282470703,5e-05
,,,,,,,97.66,2617,1724.0257660300003,520192,254,198,-8.229063057899475,0.02509765625,12841.9248046875,0.003388089,0.0,2530,0.2,-0.0028694013541098683,27021.84384765625,0.9804460406303406,5e-05
,,,,,,,97.66,2628,1728.3903127700005,522240,255,198,-8.229658126831055,0.033642578125,16049.1767578125,0.006591604,0.0,2540,0.2,-0.004354715227964334,34388.3232421875,0.9807128310203552,5e-05
,,,,,,,97.66,2638,1687.0808689199996,524288,256,198,-8.230858373641968,0.029931640625,15355.537109375,0.0046216054,1.1920928955078125e-07,2550,0.2,-0.003742624609731138,29856.284912109375,0.9809489250183105,5e-05
,,,,,,,98.1,2648,1709.4156302400004,526336,257,198,-8.231602001190186,0.02646484375,8768.2939453125,0.004871983,0.0,2560,0.2,-0.0035792048583971336,17975.031787109376,0.9811038970947266,5e-05
,,,,,,,98.53,2658,1738.1420137100001,528384,258,198,-8.232052230834961,0.017236328125,12814.9375,0.0039201463,1.1920928955078125e-07,2570,0.2,-0.0028664837445830926,25427.482861328124,0.9812279343605042,5e-05
,,,,,,,99.38,2668,1733.5400870300002,530432,259,198,-8.232958984375,0.044873046875,16598.5546875,0.0045947162,0.0,2580,0.2,-0.005611446814145893,32025.406298828126,0.9813960194587708,5e-05
